time,west_sst,east_sst,raw_contrast,month,year,west_clim_sst,east_clim_sst,clim_raw_contrast,baseline_n,west_ssta,east_ssta,zsci_monthly,zsci_from_components,zsci_smoothed_5m
1990-02-01,28.577049344042347,26.284224792608782,-2.292824551433565,2,1990,28.397628123556167,26.362734150725736,-2.0348939728304347,29,0.17942122048618003,-0.07850935811695336,-0.2579305786031303,-0.2579305786031334,-0.3654395292262789
1990-03-01,28.673885640281867,26.609759147575772,-2.0641264927060945,3,1990,28.505902064828412,26.97654277974315,-1.5293592850852682,29,0.1679835754534551,-0.3667836321673761,-0.5347672076208263,-0.5347672076208312,-0.36117457601975334
1990-04-01,28.9843765313539,27.0946138319381,-1.8897626994157974,4,1990,28.76753315769216,27.234259200269864,-1.533273957422295,29,0.21684337366173878,-0.1396453683317631,-0.35648874199350233,-0.3564887419935019,-0.27293539587146864
1990-05-01,29.121676704423866,27.011817737384604,-2.109858967039262,5,1990,29.001680842735148,26.88192228246395,-2.119758560271202,29,0.11999586168871801,0.12989545492065346,0.009899593231939896,0.009899593231935455,-0.13575891860782985
1990-06-01,28.946273728473727,26.267403009281193,-2.6788707191925347,6,1990,28.95491155394823,26.292777195469522,-2.6621343584787094,29,-0.008637825474501426,-0.025374186188329872,-0.016736360713825338,-0.016736360713828446,-0.04634774297582837
1990-07-01,28.78714464519304,25.56513866730749,-3.2220059778855514,7,1990,28.791823880710215,25.584080783303573,-3.207743097406643,29,-0.004679235517173197,-0.018942115996082975,-0.014262880478908446,-0.014262880478909779,-0.048967379063583796
1990-08-01,28.840018797168423,25.041771158223366,-3.798247638945057,8,1990,28.7117226587842,25.033123888959377,-3.6785987698248257,29,0.12829613838422205,0.008647269263988733,-0.1196488691202311,-0.11964886912023331,-0.10304207745458419
1990-09-01,28.884499778981226,24.85333739555157,-4.031162383429656,9,1990,28.809879111961003,24.910017659108487,-3.8998614528525137,30,0.07462066702022341,-0.0566802635569168,-0.13130093057714243,-0.1313009305771402,-0.18106094993529437
1990-10-01,29.11816829911462,24.828961930304082,-4.289206368810536,10,1990,28.92041281342971,24.935688103711282,-3.984724709718428,30,0.1977554856849082,-0.10672617340719981,-0.304481659092108,-0.304481659092108,-0.2542396727301486
1990-11-01,29.1113871096502,24.78974390799296,-4.321643201657238,11,1990,28.9739795748146,25.013209584956392,-3.960769989858201,30,0.13740753483559942,-0.223465676963432,-0.3608732117990372,-0.3608732117990314,-0.28783911352195657
1990-12-01,28.97270722703122,25.125030833107047,-3.8476763939241714,12,1990,28.778553990862857,25.16765573708327,-3.61089825377959,30,0.19415323616836133,-0.04262490397622187,-0.23677814014458143,-0.2367781401445832,-0.2768497842146682
1991-01-01,28.737440450585797,25.598333799737727,-3.1391066508480705,1,1991,28.528958647172125,25.645348183104172,-2.883610464067951,29,0.2084818034136724,-0.047014383366445145,-0.2554961867801193,-0.25549618678011754,-0.24226901537107215
1991-02-01,28.565290460747462,26.308901492748912,-2.25638896799855,2,1991,28.397628123556167,26.362734150725736,-2.0348939728304347,29,0.1676623371912953,-0.05383265797682313,-0.22149499516811533,-0.22149499516811844,-0.22686735408052067
1991-03-01,28.612126941122558,26.93321683644203,-1.6789101046805293,3,1991,28.505902064828412,26.97654277974315,-1.5293592850852682,29,0.10622487629414579,-0.04332594330112016,-0.14955081959526106,-0.14955081959526595,-0.2145857546990298
1991-04-01,29.046132205901568,27.12834913945621,-1.9177830664453595,4,1991,28.76753315769216,27.234259200269864,-1.533273957422295,29,0.27859904820940784,-0.10591006081365606,-0.38450910902306434,-0.3845091090230639,-0.11495894460631072
1991-05-01,29.250162289379112,27.227086450454255,-2.023075838924857,5,1991,29.001680842735148,26.88192228246395,-2.119758560271202,29,0.24848144664396443,0.3451641679903048,0.09668272134634481,0.09668272134634037,0.11460488185992487
1991-06-01,29.105054059329706,26.98154809158239,-2.1235059677473167,6,1991,28.95491155394823,26.292777195469522,-2.6621343584787094,29,0.15014250538147778,0.6887708961128673,0.5386283907313927,0.5386283907313896,0.362782911425248
1991-07-01,28.816326776992753,26.284304350990105,-2.532022426002648,7,1991,28.791823880710215,25.584080783303573,-3.207743097406643,29,0.02450289628253799,0.7002235676865318,0.6757206714039952,0.6757206714039938,0.4509433441201476
1991-08-01,28.89474148925372,25.482323024378346,-3.412418464875376,8,1991,28.7117226587842,25.033123888959377,-3.6785987698248257,29,0.18301883046952128,0.4491991354189686,0.26618030494944955,0.26618030494944733,0.3666977852503215
1991-09-01,28.766752180967508,25.064219363551913,-3.7025328174155945,9,1991,28.809879111961003,24.910017659108487,-3.8998614528525137,30,-0.04312693099349474,0.15420170444342673,0.19732863543691925,0.19732863543692147,0.28887992915518446
