day_of_year,month,day,west_clim_sst,east_clim_sst,clim_raw_contrast,baseline,source
314,11,10,29.15011288388123,25.019566523594392,-4.130546360286839,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
315,11,11,29.153005373549977,25.02208997949873,-4.130915394051247,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
316,11,12,29.155958782549767,25.024652789820998,-4.13130599272877,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
317,11,13,29.15883938705876,25.026938598083085,-4.131900788975674,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
318,11,14,29.161998159566412,25.02951484028339,-4.132483319283022,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
319,11,15,29.164709553267446,25.031984955640944,-4.132724597626503,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
320,11,16,29.163825551428378,25.036199372721697,-4.127626178706681,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
321,11,17,29.158995694751436,25.042236484815874,-4.116759209935562,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
322,11,18,29.154226118878633,25.048115174480117,-4.106110944398516,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
323,11,19,29.149323746361812,25.05446910764465,-4.0948546387171625,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
324,11,20,29.14433666170218,25.060268329423675,-4.084068332278505,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
325,11,21,29.139554816407756,25.066265934062358,-4.073288882345398,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
326,11,22,29.13484584573691,25.072210725208592,-4.062635120528316,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
327,11,23,29.129979498650467,25.078313912007136,-4.051665586643331,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
328,11,24,29.125064853102273,25.08435116150603,-4.040713691596242,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
329,11,25,29.120271484396646,25.090440851485834,-4.029830632910812,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
330,11,26,29.115380916340605,25.096557523579705,-4.0188233927609005,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
331,11,27,29.110635562312158,25.102502031817668,-4.00813353049449,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
332,11,28,29.10575743064294,25.108512939007195,-3.997244491635744,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
333,11,29,29.10097577358219,25.114431370785013,-3.9865444027971755,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
334,11,30,29.09608541723205,25.12071930668208,-3.9753661105499702,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
335,12,1,29.091376625066058,25.12659814190573,-3.9647784831603268,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
336,12,2,29.086498150637546,25.132582352943512,-3.953915797694034,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
337,12,3,29.08163191191514,25.13856666255578,-3.943065249359357,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
338,12,4,29.076801908445766,25.144735932160856,-3.9320659762849104,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
339,12,5,29.072020345050714,25.150746708495646,-3.9212736365550676,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
340,12,6,29.06706942134354,25.15663850183066,-3.91043091951288,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
341,12,7,29.062287941859026,25.162702117299894,-3.899585824559132,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
342,12,8,29.057578816179614,25.168633392504034,-3.8889454236755796,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
343,12,9,29.052846100689692,25.174604545064923,-3.8782415556247685,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
344,12,10,29.04790704646033,25.18091897277641,-3.8669880736839204,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
345,12,11,29.043270928657368,25.186837359136234,-3.8564335695211334,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
346,12,12,29.03830778863784,25.192848176194886,-3.845459612442955,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
347,12,13,29.03323551790944,25.19884551710595,-3.834390000803488,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
348,12,14,29.028599213794998,25.204922540718595,-3.8236766730764025,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
349,12,15,29.023732994048835,25.210985979498602,-3.812747014550233,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
350,12,16,29.01910895888031,25.21720782965606,-3.801901129224248,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
351,12,17,29.01111941711871,25.233406466552005,-3.7777129505667055,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
352,12,18,29.003578102986403,25.24982963480465,-3.753748468181751,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
353,12,19,28.99589114573911,25.266239608219013,-3.7296515375200983,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
354,12,20,28.98824061290246,25.282583195383484,-3.7056574175189745,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
355,12,21,28.980275361300357,25.299191405237107,-3.681083956063251,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
356,12,22,28.972673558724033,25.315244547335354,-3.657429011388679,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
357,12,23,28.965047234441176,25.33170714393719,-3.633340090503985,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
358,12,24,28.957433231168178,25.348050939878096,-3.609382291290082,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
359,12,25,28.94964933292641,25.364632534622075,-3.585016798304334,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
360,12,26,28.941962616994683,25.380963277161868,-3.560999339832815,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
361,12,27,28.93439688585694,25.397544665008407,-3.536852220848534,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
362,12,28,28.926649420769202,25.41398098328706,-3.512668437482141,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
363,12,29,28.91895074586867,25.430364602880026,-3.4885861429886447,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
364,12,30,28.911372851446018,25.446681696090398,-3.46469115535562,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
365,12,31,28.9035407286127,25.46305214752101,-3.4404885810916888,1981-2010,cached NOAA/PSL sst.day.1981-2010.ltm.nc
